Categoria_Principal,Linha_Trabalho,Sub_Categoria,Nome_Ponto,Tipo_Toque,Link_Youtube
Pontos de Entidades,Pretos Velhos,N/A,Saravá Pai Benedito,Nagô,https://www.youtube.com/watch?v=a8fSx0p9goo
Pontos de Entidades,Pretos Velhos,N/A,A Vida de um Preto Velho,Nagô,https://www.youtube.com/watch?v=4pncAHL4EWo
Pontos de Entidades,Pretos Velhos,N/A,Um grito de liberdade e a corrente se quebrou!,Ijexâ e Barra Vento,https://www.youtube.com/watch?v=UBpM22ii8rQ
Pontos de Entidades,Pretos Velhos,N/A,Pai José de Aruanda,Nagô,https://www.youtube.com/watch?v=0bzWpDtCvF4
Pontos de Entidades,Pretos Velhos,N/A,Preto Velho vem ajudar,Samba,https://www.youtube.com/watch?v=g7hAVI0OnVM
Pontos de Entidades,Pretos Velhos,N/A,Ouvi um gemido,Ijexá,https://www.youtube.com/watch?v=6XDdRJ8O6qU
Pontos de Entidades,Pretos Velhos,N/A,São Benedito a sua casa cheira,Nagô,https://www.youtube.com/watch?v=VgXNPmmINCs
Pontos de Entidades,Pretos Velhos,N/A,Firma ponto minha gente Preto Velho vai chegar,Samba,https://www.youtube.com/watch?v=kNgUXTGindg
Pontos de Entidades,Pretos Velhos,N/A,Tudo o que eu peço a vovó ela faz,Ijexá,https://www.youtube.com/watch?v=BLtSJZ-Y4Lo
Pontos de Entidades,Pretos Velhos,N/A,Ponto Vovó Maria Conga,Congo,https://www.youtube.com/shorts/KJ8LmoFrWFk
Pontos de Entidades,Pretos Velhos,N/A,Minhas Almas Santas Almas,Congo,https://www.youtube.com/watch?v=EQ68UIbFjno
Pontos de Entidades,Pretos Velhos,N/A,Preto velho ta quebrado,Samba,https://www.youtube.com/watch?v=LdIjj63WboM
Pontos de Entidades,Pretos Velhos,N/A,La Vem Vovó,Samba,https://www.youtube.com/watch?v=rG_-kZ0hUDY
Pontos de Entidades,Pretos Velhos,N/A,Eu andava perambulando,Samba,https://www.youtube.com/watch?v=b8gkrAptjvo
Pontos de Entidades,Pretos Velhos,N/A,Pai Guiné de Aruanda,Samba,https://www.youtube.com/watch?v=o_ui18IJ23Q
Pontos de Entidades,Pretos Velhos,N/A,No tempo do cativeiro,Ijexá,https://www.youtube.com/watch?v=JZ317RiqpWs
Pontos de Entidades,Pretos Velhos,N/A,Salve Mãe Maria de Minas,Ijexá,https://www.youtube.com/watch?v=BKWd70qaWDI
Pontos de Entidades,Pretos Velhos,N/A,Bate o tambor na calada da noite,Ijexá,https://www.youtube.com/watch?v=F4TSbKhp88o
Pontos de Entidades,Pretos Velhos,N/A,Ecoou um canto forte na senzala,Ijexá,https://www.youtube.com/watch?v=-8Rkq5hZ7s8
Pontos de Entidades,Pretos Velhos,N/A,Saravá pra Vovó Catarina,Samba,https://www.youtube.com/watch?v=Myc4GXWgmXg
Pontos de Entidades,Pretos Velhos,N/A,Meu pito esta apagado,Samba,https://www.youtube.com/watch?v=op0Qnc7drwU
Pontos de Entidades,Pretos Velhos,N/A,Foi la no Cruzeiro das Almas,Samba,https://www.youtube.com/watch?v=2gQJQCd6dmU
Pontos de Entidades,Pretos Velhos,N/A,É Pai Joaquim o Calunga,Samba,https://www.youtube.com/watch?v=hHC9wpYBbDQ
Pontos de Entidades,Pretos Velhos,N/A,Preto Velho Caminhou,Samba,https://www.youtube.com/watch?v=kd-ZUjNYjzw
Pontos de Entidades,Pretos Velhos,N/A,Cambinda mamãe êêê,Ijexâ,https://www.youtube.com/watch?v=zgpJTpaS4PI
Pontos de Entidades,Pretos Velhos,N/A,Preto Velho nunca foi a cidade,Ijexâ,https://www.youtube.com/watch?v=pVbPFil4-N0
Pontos de Entidades,Pretos Velhos,N/A,A Bengala de Pai Joaquim,Ijexâ,https://www.youtube.com/watch?v=nlJSZ2Ec4bs
Pontos de Entidades,Pretos Velhos,N/A,Bate tambor la na Angola,Ijexâ,https://www.youtube.com/watch?v=Ss5aX3kOypk
Pontos de Entidades,Pretos Velhos,N/A,Pai Jerônimo,Nagô,https://www.youtube.com/watch?v=PKAp6dSa79s
Pontos de Entidades,Pretos Velhos,N/A,Saravá Vovó Joaquina,Samba,https://www.youtube.com/watch?v=M3YlK7DdsMA
Pontos de Entidades,Pretos Velhos,N/A,Na sua Urucaia,Samba,https://www.youtube.com/watch?v=h40-PaX8yx0
Pontos de Entidades,Pretos Velhos,N/A,Vovò tem 7 saias a ultima saia tem mironga,Samba,https://www.youtube.com/watch?v=Jk2gKqeJhmc
Pontos de Entidades,Pretos Velhos,N/A,Pai Joaquim Veio de Angola,Samba,https://www.youtube.com/watch?v=r75PxPCLYF0
Pontos de Entidades,Pretos Velhos,N/A,Sinhô Macutá,Samba,https://www.youtube.com/watch?v=L2mxanbbtEI
Pontos de Entidades,Pretos Velhos,N/A,Vovó não quer casca de cocô,Samba,https://www.youtube.com/watch?v=LWauGnZNBAI
Pontos de Entidades,Pretos Velhos,N/A,Preto Velho orou a Zambi,Samba,https://www.youtube.com/watch?v=KnoVnkF6KLc
Pontos de Entidades,Pretos Velhos,N/A,Preto na Senzala,Samba,https://www.youtube.com/watch?v=Zisn7WLwOd0
Pontos de Entidades,Pretos Velhos,N/A,Tia Maria,Samba,https://www.youtube.com/watch?v=6PpnDnmxcSQ
Pontos de Entidades,Pretos Velhos,N/A,Maria Conga o que é que você quer,Samba,https://www.youtube.com/watch?v=ic6uNHM79Ps
Pontos de Entidades,Pretos Velhos,N/A,São Benedito a sua casa cheira,Nagô,https://www.youtube.com/watch?v=VgXNPmmINCs
Pontos de Entidades,Pretos Velhos,N/A,Fio se suncê precisar,Samba,https://www.youtube.com/watch?v=Ep8W9wiLgXs
Pontos de Entidades,Pretos Velhos,N/A,Saudação ao Povo do Cativeiro,Samba,https://www.youtube.com/watch?v=0w_p5ATOtXk
Pontos de Entidades,Pretos Velhos,N/A,Nessa casa tem 4 cantos,Nagô,https://www.tiktok.com/@meninadoatoto/video/7181508720101264646?q=Pontos%20Pretos%20Velhos&t=1692752421080
Pontos de Entidades,Pretos Velhos,N/A,A Sineta do Céu bateu (SUBIDA),Ijexâ,https://www.youtube.com/watch?v=PHk2wgUkl94
Pontos de Entidades,Pretos Velhos,N/A,Eu vou embora (SUBIDA),Congo,https://www.youtube.com/watch?v=uY6mRRFegIk
Pontos de Entidades,Pretos Velhos,N/A,Festa no Abaçá,Samba,https://www.youtube.com/watch?v=2LHrXsXRdWk
Pontos de Entidades,Pretos Velhos,N/A,Brilha estrelinha / tem bala pirulito e chiclete,Barra Vento/ Samba,https://www.youtube.com/watch?v=cBRhrev8jSc
Pontos de Entidades,Pretos Velhos,N/A,Me manda um balão / Papai Ogum mandou,Nagô,https://www.youtube.com/watch?v=EkXgoqQ3KSM
Pontos de Entidades,Pretos Velhos,N/A,Criança vem de Aruanda,Samba,https://www.youtube.com/watch?v=jeZwssHh4rs
Pontos de Entidades,Pretos Velhos,N/A,"Beijinho, beijinho como vem beirando o mar!",Nagô,https://www.youtube.com/watch?v=eYMZQuHB8zo
Pontos de Entidades,Pretos Velhos,N/A,"1,2,3,4 / Eu quero doce / Oh Damião",Congo,https://www.youtube.com/watch?v=FJD5xXiCmb4
Pontos de Entidades,Pretos Velhos,N/A,"Erê O Erê, O Erê, onde está o Erê",Barra Vento,https://www.youtube.com/watch?v=rrevR5mbaYs
Pontos de Entidades,Pretos Velhos,N/A,Titia me deu cocada,Samba,https://www.youtube.com/watch?v=J7WR5DvISUU
Pontos de Entidades,Pretos Velhos,N/A,Tem bala de coco e peteca,Samba,https://www.youtube.com/watch?v=BXAGXBc-5zg
Pontos de Entidades,Pretos Velhos,N/A,Joãozinho e Mariazinha,Nagô,https://www.youtube.com/watch?v=JjQLCXByYNw
Pontos de Entidades,Pretos Velhos,N/A,"Cosme Damião, Damião cade Doum",Nagô,https://www.youtube.com/watch?v=fv707oWS3GQ
Pontos de Entidades,Pretos Velhos,N/A,É com a alegria das Crianças,Samba,https://www.youtube.com/watch?v=oTZkoiMXlp0
Pontos de Entidades,Pretos Velhos,N/A,O meu Irmão,Nagô,https://www.youtube.com/watch?v=aZLBs6m5KQM
Pontos de Entidades,Pretos Velhos,N/A,Flechinha,Congo,https://www.youtube.com/watch?v=LDZMlCdTsZU
Pontos de Entidades,Pretos Velhos,N/A,Iemanja cade Ogum,Congo,https://www.youtube.com/watch?v=pFy9BXzh-9E
Pontos de Entidades,Pretos Velhos,N/A,Lá no céu tem 3 estrelas,Ijexá,https://www.youtube.com/watch?v=g8Wvi7kGJow
Pontos de Entidades,Pretos Velhos,N/A,Na Bahia tem um coco,Samba,https://www.youtube.com/watch?v=z5FGBPHLPbA
Pontos de Entidades,Pretos Velhos,N/A,Fui no jardim colher as rosas,Samba,https://www.youtube.com/watch?v=rF8zK3fJN8k
Pontos de Entidades,Pretos Velhos,N/A,A estrela e a lua eram duas irmãs,Ijexá,https://www.youtube.com/watch?v=CDKFLeS--_o
Pontos de Entidades,Pretos Velhos,N/A,Doum é amigo ,Samba,https://www.youtube.com/watch?v=BinKZAkpj-o
Pontos de Entidades,Pretos Velhos,N/A,Ele é pequinininho,Samba,https://www.youtube.com/watch?v=8zZQ2XoVimw
Pontos de Entidades,Pretos Velhos,N/A,Mas que lindo cavalo branco,Samba,https://www.youtube.com/watch?v=PRFQvsGHOVI
Pontos de Entidades,Pretos Velhos,N/A,Mariazinha nasceu na beira do rio,Samba,https://www.youtube.com/watch?v=pMxRHk0m7gE
Pontos de Entidades,Pretos Velhos,N/A,"Erê, Criança - Erê",Ijexa,https://www.youtube.com/watch?v=RbfNFrho4XQ
Pontos de Entidades,Pretos Velhos,N/A,Cosme e Damião a sua casa cheira,Ijexa,https://www.youtube.com/watch?v=rFp7mZ64nq8
Pontos de Entidades,Pretos Velhos,N/A,Erê está te chamando,Samba,https://www.youtube.com/watch?v=quVH7tUyq7I
Pontos de Entidades,Pretos Velhos,N/A,Ere esta te chamando,Ijexa,https://www.youtube.com/watch?v=2zP3lKCniIA
Pontos de Entidades,Pretos Velhos,N/A,Bahia é terra de 2,Congo,https://www.youtube.com/watch?v=dID5Cwlzf14
Pontos de Entidades,Pretos Velhos,N/A,Ele vem do mar,Samba,https://www.youtube.com/watch?v=ITgrrT9Xqwg
Pontos de Entidades,Pretos Velhos,N/A,Voa menina voa,Samba,https://www.youtube.com/watch?v=k9mr2yuyUzI
Pontos de Entidades,Pretos Velhos,N/A,Ibejada já vai embora (subida),Samba,https://www.youtube.com/watch?v=XaVo-bnZWcQ
Pontos de Entidades,Pretos Velhos,N/A,A onda vai,Samba,https://www.youtube.com/watch?v=Ui4KmDxg04A&t=43s
Pontos de Entidades,Erê,N/A,Canta Oxum,SAMBA/ IJEXÁ,https://www.youtube.com/watch?v=7X4V3fg4-Ns
Pontos de Entidades,Erê,N/A,Aguas de Oxum,IJEXÁ,https://www.youtube.com/watch?v=W7S8x02nvXM
Pontos de Entidades,Erê,N/A,Mamãe Oxum estava sentada na pedreira,IJEXÁ,https://www.youtube.com/watch?v=sYRX_aNBte0
Pontos de Entidades,Erê,N/A,Eu vi Mamãe Oxum na caxoeira,IJEXÁ,https://www.youtube.com/watch?v=1VtgdeaAVNk
Pontos de Entidades,Erê,N/A,Mamãe Oxum salve a sua cachoeira,IJEXÁ,https://www.youtube.com/watch?v=7f1L4N1ez0Q
Pontos de Entidades,Erê,N/A,Foi na beira do rio,IJEXÁ,https://www.youtube.com/watch?v=JN8KgP4bsXU
Pontos de Entidades,Erê,N/A,Oxúm Emoriô,IJEXÁ/ SAMBA,https://www.youtube.com/watch?v=yy1nY9fAm7g
Pontos de Entidades,Erê,N/A,A cachoeira da Mamãe Oxum,IJEXÁ,https://www.youtube.com/watch?v=no7bjvYSmAI
Pontos de Entidades,Erê,N/A,As Cores e Dores de Oxumarê,IJEXÁ,https://www.youtube.com/watch?v=6MECLR8mJpE
Pontos de Entidades,Erê,N/A,"Choveu, choveu",SAMBA,https://www.youtube.com/watch?v=Z16LDzpEtVE
Pontos de Entidades,Erê,N/A,Na força da Natureza,IJEXÁ,https://www.youtube.com/watch?v=bSg-jUf6IXk
Pontos de Entidades,Erê,N/A,O sol brilhou na umbanda,SAMBA,https://www.youtube.com/watch?v=fh3hkFB1MdI
Pontos de Entidades,Erê,N/A,Festa no Abaçá,Samba,https://www.youtube.com/watch?v=2LHrXsXRdWk
Pontos de Entidades,Erê,N/A,Brilha estrelinha / tem bala pirulito e chiclete,Barra Vento/ Samba,https://www.youtube.com/watch?v=cBRhrev8jSc
Pontos de Entidades,Erê,N/A,Me manda um balão / Papai Ogum mandou,Nagô,https://www.youtube.com/watch?v=EkXgoqQ3KSM
Pontos de Entidades,Erê,N/A,Criança vem de Aruanda,Samba,https://www.youtube.com/watch?v=jeZwssHh4rs
Pontos de Entidades,Erê,N/A,"Beijinho, beijinho como vem beirando o mar!",Nagô,https://www.youtube.com/watch?v=eYMZQuHB8zo
Pontos de Entidades,Erê,N/A,"1,2,3,4 / Eu quero doce / Oh Damião",Congo,https://www.youtube.com/watch?v=FJD5xXiCmb4
Pontos de Entidades,Erê,N/A,"Erê O Erê, O Erê, onde está o Erê",Barra Vento,https://www.youtube.com/watch?v=rrevR5mbaYs
Pontos de Entidades,Erê,N/A,Titia me deu cocada,Samba,https://www.youtube.com/watch?v=J7WR5DvISUU
Pontos de Entidades,Erê,N/A,Tem bala de coco e peteca,Samba,https://www.youtube.com/watch?v=BXAGXBc-5zg
Pontos de Entidades,Erê,N/A,Joãozinho e Mariazinha,Nagô,https://www.youtube.com/watch?v=JjQLCXByYNw
Pontos de Entidades,Erê,N/A,"Cosme Damião, Damião cade Doum",Nagô,https://www.youtube.com/watch?v=fv707oWS3GQ
Pontos de Entidades,Erê,N/A,É com a alegria das Crianças,Samba,https://www.youtube.com/watch?v=oTZkoiMXlp0
Pontos de Entidades,Erê,N/A,O meu Irmão,Nagô,https://www.youtube.com/watch?v=aZLBs6m5KQM
Pontos de Entidades,Erê,N/A,Flechinha,Congo,https://www.youtube.com/watch?v=LDZMlCdTsZU
Pontos de Entidades,Erê,N/A,Iemanja cade Ogum,Congo,https://www.youtube.com/watch?v=pFy9BXzh-9E
Pontos de Entidades,Erê,N/A,Lá no céu tem 3 estrelas,Ijexá,https://www.youtube.com/watch?v=g8Wvi7kGJow
Pontos de Entidades,Erê,N/A,Na Bahia tem um coco,Samba,https://www.youtube.com/watch?v=z5FGBPHLPbA
Pontos de Entidades,Erê,N/A,Fui no jardim colher as rosas,Samba,https://www.youtube.com/watch?v=rF8zK3fJN8k
Pontos de Entidades,Erê,N/A,A estrela e a lua eram duas irmãs,Ijexá,https://www.youtube.com/watch?v=CDKFLeS--_o
Pontos de Entidades,Erê,N/A,Doum é amigo ,Samba,https://www.youtube.com/watch?v=BinKZAkpj-o
Pontos de Entidades,Erê,N/A,Ele é pequinininho,Samba,https://www.youtube.com/watch?v=8zZQ2XoVimw
Pontos de Entidades,Erê,N/A,Mas que lindo cavalo branco,Samba,https://www.youtube.com/watch?v=PRFQvsGHOVI
Pontos de Entidades,Erê,N/A,Mariazinha nasceu na beira do rio,Samba,https://www.youtube.com/watch?v=pMxRHk0m7gE
Pontos de Entidades,Erê,N/A,"Erê, Criança - Erê",Ijexa,https://www.youtube.com/watch?v=RbfNFrho4XQ
Pontos de Entidades,Erê,N/A,Cosme e Damião a sua casa cheira,Ijexa,https://www.youtube.com/watch?v=rFp7mZ64nq8
Pontos de Entidades,Erê,N/A,Erê está te chamando,Samba,https://www.youtube.com/watch?v=quVH7tUyq7I
Pontos de Entidades,Erê,N/A,Ere esta te chamando,Ijexa,https://www.youtube.com/watch?v=2zP3lKCniIA
Pontos de Entidades,Erê,N/A,Bahia é terra de 2,Congo,https://www.youtube.com/watch?v=dID5Cwlzf14
Pontos de Entidades,Erê,N/A,Ele vem do mar,Samba,https://www.youtube.com/watch?v=ITgrrT9Xqwg
Pontos de Entidades,Erê,N/A,Voa menina voa,Samba,https://www.youtube.com/watch?v=k9mr2yuyUzI
Pontos de Entidades,Erê,N/A,"Erê Estrelinha, Levei uma Boneca",Nagô,https://www.youtube.com/watch?v=qPP3B8C2mCQ
Pontos de Entidades,Erê,N/A,Na beira da Praia eu vi,Congo,https://www.youtube.com/watch?v=wTzc77PwjV8&t=7s
Pontos de Entidades,Erê,N/A,Ibejada já vai embora (subida),Samba,https://www.youtube.com/watch?v=XaVo-bnZWcQ
Pontos de Entidades,Erê,N/A,A onda vai,Samba,https://www.youtube.com/watch?v=Ui4KmDxg04A&t=43s
Pontos de Rituais,Defumação,N/A,9 Anjos no Céu,Nagô,
Pontos de Rituais,Defumação,N/A,Eu fui na mata,Ijexâ,
Pontos de Rituais,Defumação,N/A,Ervas da Jurema,Ijexâ,
Pontos de Rituais,Defumação,N/A,Nossa Senhora Incensou,Congou,
Pontos de Rituais,Defumação,N/A,Meu Pai Oxóssi,Barra Vento,
